latitude,longitude,date,satellite_no2,temperature,humidity,population_density,proximity_to_roads,ground_no2
38.601339619736976,-115.43210994298653,2024-02-01,37.36408184666985,301.32122245953025,69.25837929204336,4872.87230416185,0.731750987680021,49.96702437290534
38.43641502206564,-117.3731975909025,2024-02-01,33.291209623140325,285.5159528692134,34.8019541859562,135.00630377872926,0.8947838298241739,74.67467725125942
35.478770993316786,-116.37544864081958,2024-02-01,17.615391250286006,303.6497162300246,44.53978868722434,4740.875682751391,6.519737139229607,56.266678065633315
39.612862024529,-117.81975851013706,2024-02-01,60.726667010148795,292.5914249486783,76.42076078875505,1874.9532480532662,4.869407132392483,8.330258311179639
37.842361010784096,-116.84982711228781,2024-02-01,47.66241605086289,282.0939506723841,61.72115122072918,99.94750485831352,7.904152503192102,18.55802367835554
36.81862760567842,-118.2971203128944,2024-02-01,86.57009923240037,317.9462463082626,85.67814370722269,3461.328297036316,9.162708373435315,21.932818403091915
38.78269291747653,-118.49420490107278,2024-02-01,3.2109580482058253,305.6596147625715,55.72508450048126,4903.674504955203,3.883668776715475,25.78642536448449
36.28682729200817,-117.10885106915244,2024-02-01,64.38679275551263,315.0767572748339,82.18874194883539,4829.847328046083,5.964100265846462,56.54033919505043
38.467549185231604,-117.5093516290801,2024-02-01,76.29488785115612,307.0422402005301,56.93732624869425,846.6382054519712,5.006966277953099,50.39657798253935
35.19855603786124,-117.1023181542501,2024-02-01,75.94865691883071,294.27934768560453,88.75489672211911,947.1766400274672,9.816106556424328,20.316003836420894
39.19704018804636,-118.56669709356488,2024-02-01,88.60739670955252,300.50752289315244,87.5900628839326,2849.4176273673174,8.310844073565951,6.755484345568707
37.240854235106596,-118.16521084091502,2024-02-01,72.9033742829494,307.02987041388707,49.748202333364816,3204.6588908202057,9.117377082773535,17.14322044747181
38.183464571789706,-119.58051019685546,2024-02-01,92.78100616476964,318.4100930080575,83.15542022500819,3710.1186726460346,2.543400875776042,98.43813126186033
